분류,유저,챗봇
용어,공적부동산활동,"공적부동산활동
부동산 활동의 활동주체에 따른 분류로 정부와 지방자치단체 등의 부동산 행위다. 이 행위의 목적은 국토의 항구적 보존과 효율적 이용 및 공정분배(公正分配)를 목적으로 한다. 이 때문에 각종 정책이 형성, 집행되며, 국민의 사적 부동산활동과 갈등관계를 일으킨다. 그러나 이 행위의 궁극적 목표는 공동체의 이익(公的利益)에 있기 때문에 정당화된다. 부동산활동의 활동주체에 따른 부동산 구분은 사적 부동산활동과 공적 부동산활동으로 구분 할 수 있다."
용어,노지,"노지
가리거나 지붕이 덮여 있지 않는 땅을 일컫는 말이다. 노지는 주로 경작에서 사용되는 용어로서 시설, 비닐하우스 등의 용어와 대비되는 개념이다."
용어,부동산소득,"부동산소득
부동산 또는, 부동산에 대한 권리, 선박 · 항공기 · 자동차 · 중기 · 공장재단 · 광업재단 · 광업권자 · 조광권자 또는 덕대가 채굴에 관한 권리 대여로 인하여 발생하는 소득을 말한다. 근거법은 소득세법이다."
용어,사전보상의 원칙,"사전보상의 원칙
공익사업에서 사업시행자는 당해 공익사업을 위한 공사에 착수하기 이전에 토지소유자 및 관계인에게 보상액의 전액을 지급하여야 한다는 원칙이다. 다만, 천재 · 지변시의 토지의 사용과 시급을 요하는 토지의 사용 또는 토지소유자 및 관계인의 승낙이 있은 때에는 그러하지 아니하다는 예외를 인정한다."
용어,담보,"담보
민사상 계약당사자가 채무를 이행하지 않을 경우에 대비하여 채무자가 채권자에게 제공하는 수단을 말한다. 물적 담보와 인적 담보가 있다. 은행에서 돈을 빌릴 때 은행은 집을 담보 잡힐 것을 요구하면 물적 담보이며, 보증인을 세울 것을 요구하면 인적 담보이다. 우리나라와 일본의 경제활동은 물적 담보가 근간이다."
용어,경지정리,"경지정리
농지를 종합적으로 개발하여 보전하고 농업생산력을 증진시키기 위하여 농지를 개량하는 사업을 말한다. 이 사업에서 시행하는 공사의 종류는 경지의 구획정리 · 관리배수시설 · 객토, 농로 · 암거시설의 설치 등이며, 환지하여 소유자에게 되돌려 준다.일제강점기에 약 3만 8,000ha의 필지가 정리 되었으며, 그 후 1964년에 경북을 비롯한 몇 개도에서 6,000ha의 농지가 개량된 것을 시발로 전국의 대부분 농지가 개량되었다. 당시의 근거법은 농촌근대화촉진법(1995. 12 폐지)이고, 현재 관련법은 농어촌정비법이다."
용어,복리시설비,"복리시설비
기업이 종업원의 복리후생을 위한 시설의 설치 및 유지 · 관리를 위하여 지출하는 비용을 말한다. 즉, 종업원의 건강과 휴양 · 오락을 위한 체육관 · 운동장 · 오락시설 · 휴게실 · 기숙사 · 진료시설 등의 복리시설 등의 설치 · 건설비는 물론 이의 유지 · 보수 · 관리하는 제비용을 포함하는 개념이다."
용어,담보가격,"담보가격
금융기관이 금융대출시 채권확보 수단으로 담보하는 부동산의 평가가격. 채권담보 성격이 있기 때문에 위험을 고려한 가격이어서 시장가격과 괴리된다. 시장가격의 50~80% 수준으로 결정되는 것이 보통이다. 정부는 경기상황에 따라 행정지도로 이 비율을 조절한다. 위험에는 경매비용, 이자, 지연이자, 법원절차비, 교통통신비, 기타 잡비를 고려한다. DTI 참조."
용어,복리종가,"복리종가
복리종가란 복리로 계산한 최종연도의 합계금액을 말한다. 부동산 가격은 미래가치의 현가다. 따라서 화폐의 시간가치를 계산해야 하는 데 기본사고 방식의 하나가 복리종가다. 원금 1원을 연이율 i로 1년간 맡기면 기말에는 1원과 이자금액 i원이 된다. 이때 이자 금액 i원을 회수하지 않고 계속 맡겨두면, 2년 후에는 원금 1원과 이자금액은 {(1＋i)×i}원이 된다.이같이 원금에서 생기는 이자를 원금에 보태서 계산하는 것을 복리계산이라 한다. 따라서 복리종가란 원금 1원을 연이율 i로 n년간 복리 계산한 n연말의 원금과 이자의 합계를 말하는 것이다. 공식(연 단위)은 아래와 같다. 월이나 4분기단위로 계산할 수 있다. 이때는 n대신 m/12을 이용하면 된다. 이때 m은 월(月)수다. 공식은 (1+i)n 이다. 여기서 i : 연이율, n : 연수이다.[예제] 원금 100만원을 연이율 5%로 5년간 맡겼을 때 원리금 합계는 얼마인가? 연복리표 5%, 5년째를 보면 복리종가율은 1.276282다(1,000,000×1.276282＝1,276,282원). 원금에 이것을 곱한다. 이하에서 나오는 계산식은 엑셀의 재무함수를 이용하면 쉽게 계산할 수 있다."
용어,예고등기,"예고등기
선의의 제3자가 입을 수 있는 피해를 미리 방지하기 위해 경고의 뜻으로 수소법원의 직권으로 등기소에 촉탁하여 하는 등기를 말한다. 등기 원인의 무효 또는 취소로 인한 등기의 말소 또는 회복의소가 제기된 부동산이 예고등기의 대상이다."
용어,복리현가,"복리현가
일정 이율 하에 복리 계산하여 일정기간 후에 일정액을 받으려면 현재 얼마의 금액이 있어야 하는가 하는 비율을 나타낸 것이다. 따라서 현재 얼마의 금액을 일정 이율로 복리계산하여 일정기간 예금한 경우의 증가율(복리종가율)의 역수가 된다. 원금 1원을 n년 후 찾기 위해, 현재 이율 i를 얼마로하여 예금하면 좋은가를 나타낸 것이다.환언하면, n년 후에 지급될 가치를 연이율 i로 할인한 현재가치다. 부동산 가격은 미래가치의 현가다. 따라서 화폐의 시간가치를 계산해야 하는 데 기본사고 방식의 하나다. 계산식은 복리종가를 역산하면 된다. 다음 식과 같다.[예제] 연이율 8%로 증식하여 10년 후 500만원이 된다면, 현재가치는 얼마인가? 복리현가율표 8.0%, 10년째를 보면 복리현가율은 0.463193인데, 이것을 이용하여 계산하면 2,315,965원이다(5,000,000×0.463193 ＝ 2,315,965원)."
용어,지반함몰,"지반함몰
지표면이 여러 원인에 따라 일시에 붕괴되어 국부적으로 수직방향으로 꺼져 내려앉는 현상을 말한다. 자연현상이 아니라 인위적 공사로 인해 지하철 공사장 등 지층을 깊이 하는 공사장 인근에서 발생하기도 한다. 지반함몰, 도로함몰, 함몰구멍 등이 그 예이다."
용어,경계,"경계
공간정보의 구축 및 관리 등에 관한 법률상의 용어로 필지별로 경계점들을 직선으로 연결하여 지적공부에 등록한 선을 말하며 지적도 및 임야도에 토지의 소재, 지번, 지목과 함께 등록되어야 하는 등록 사항이다.토지소유자, 이해관계인 또는 지적측량수행자가 지적측량성과에 대해 다툼이 있는 경우 관할 시 · 도지사에게 지적측량 적부심사를 청구할 수 있는데 지적측량 적부 심사청구를 받은 시 · 도지사는 30일 이내에 다툼이 되는 지적측량의 경위 및 그 성과, 해당 토지에 대한 토지이동 및 소유권 변동 연혁, 해당 토지 주변의 측량기준점, 경계, 주요 구조물 등 현황 실측도를 조사하여 지방지적위원회에 회부해야 한다.합병에 따른 경계는 따로 지적측량을 하지 않고 합병 전 각 필지의 경계 중 합병으로 필요 없게 된 부분을 말소하여 경정한다."
용어,지역계획,"지역계획
특정지역을 대상으로 특별한 정책목적을 달성하기 위해 수립하는 계획을 말한다. 중앙행정기관의 장 또는 지방자치단체의 장은 지역 특성에 맞는 정비나 개발을 위하여 필요하다고 인정하면 관계중앙행정기관의 장과 협의하여 관계 법률에서 정하는 바에 따라 다음의 지역계획을 수립할 수 있다.① 수도권발전계획 : 수도권에 과도하게 집중된 인구와 산업의 분산 및 적정배치를 유도하기 위하여 수립하는 계획② 지역개발계획 : 성장 잠재력을 보유한 낙후지역 또는 거점지역 등과 그 인근지역을 종합적 · 체계적으로 발전시키기 위하여 수립하는 계획③ 그 밖에 다른 법률에 의하여 수립하는 지역계획.관련법은 국토기본법이다."
용어,표시행위,"표시행위
자신의 영역을 표시하는 행위를 말한다. 부동산인간의 1, 2차 본성 '영역탐욕'의 표시행위는 여타 동물이 자기영역을 표시하는 행위와 다름없다. 생물에게 영역은 생존의 근거다. 공간 확대 현상으로 나타나며 문명의 발전이나 경제발전과 관계가 깊다. 표시행위는 부동산업경영활동과 관련이 깊다.주택산업, 분양업, 임대업, 개발업, 입지선정, 상담업 등은 이러한 공간 확대 행위와 직간접적으로 연관이 있다.부동산행위는 ① 흥정행위, ② 참여행위 및 ③ 공명행위, ④ 표시행위, ⑤ 동조행위 및 ⑥ 관망행위 그리고 ⑦ 위장행위로 구분된다."
용어,토지투자마케팅,"토지투자마케팅
토지투자마케팅이란 투자목적을 위하여 토지를 개발하고 판매하는 노력을 말한다. 미국의 토지 구매자들은 기업 · 의사 · 소액투자자 · 투기꾼들이라 한다. 투자자들은 가격이 충분히 오를 때 팔려는 계획을 한다.우리나라의 토지투자(투기)형태는 부동산개발업자가 개발한 토지는 희소하기 때문에 개인 간의 거래로 미성숙지나 농지, 임야 등이 주로 그 대상이 된다. 보통 신 개발지를 중심으로 일어나며 전매형태로 차익거래를 하려는 비정상적 거래가 많고, 정부는 이러한 지역을 보통 투기지역으로 간주하여 '토지거래허가지역'으로 고시하고 단속하고 있다."
용어,정률법,"정률법
감정평가에서 원가법을 적용할 때 건물 등의 내용연수를 기초로 감가를 수정하는 방법의 하나다. 매년 감가액이 연초의 적산가격에 매년 일정한 비율이라는 것을 전제로 감가액을 구하는 방법이다.이 방법은 부동산이 신규일수록 감가액이 크게 발생하고, 경과기간이 장기화됨에 따라 감가액이 적어지기 때문에 당초에 현저히 감가되는 부동산에 적절한 방법이다. 또 정액법과 마찬가지로 관찰감가법을 병용하고, 적정을 기하도록 노력해야 한다."
용어,그린빌딩인증제도,"그린빌딩인증제도
지속가능한 개발의 실현과 자원절약형이고 자연친화적인 건축물의 건축을 유도하기 위해 국토교통부장관과 환경부장관이 실시하는 제도를 말한다. 친환경건축물 인증제도라고도 한다. 친환경건축물 인증제도 참조."
용어,누진세율,"누진세율
누진세의 형태를 띠는 세율을 말한다. 소득세(所得稅) · 상속세(相續稅) · 증여세(贈與稅) 등이 누진세율을 적용하고 있다. 누진세율은 하나의 과세표준에 그에 상당하는 세율을 적용하는 단순누진세율(單純累進稅率)과 과세표준을 여러 단계로 나누어 점차적으로 높은 세율을 적용하는 초과누진세율(超過累進稅率)이 있다."
용어,복귀가격,"복귀가격
임대차 등의 만료 시 완전소유권으로 복귀했을 때의 부동산 가격을 말한다. 감정평가할 때 이용하는 용어다."
용어,개발이익배제,"개발이익배제
개발이익의 사유화(私有化)를 막기 위해 해당 공익사업을 하면서 상승한 토지가격을 보상액에 포함시키지 않는 것을 말한다. 보통 개발이익은 공공사업의 시행 또는 정비, 용도지역 등의 결정 · 변경 때문에 생겨나는 지가상승분을 말하는데, 이것은 토지소유자의 아무런 노력 없이 얻게 되는 불로소득으로 간주하기 때문 공익사업을 위해 토지를 취득할 때는 보상액에 포함시키지 않는다.법에 “보상액을 산정할 때 당해 공익사업으로 인하여 토지 등의 가격에 변동이 있는 때에는 이를 고려하지 않는다”고 명시해 놓았다.보상평가를 할 때 개발이익은 배제하고 평가하는데, ① 당해 공익사업의 계획 또는 시행이 공고 또는 고시되어 증가한 지가 분,② 당해 공익사업의 시행절차로 토지이용계획을 설정, 변경, 해제하여 증가된 지가 분,③ 당해 공익사업의 착수에서 준공까지 그 시행으로 증기한 지가 분은 배제시킨다. 관련법은 공익사업을 위한 토지 등의 취득 및 보상에 관한 법률이다."
용어,가거간,"가거간
옛날에 집을 중개하던 사람을 지칭하는 말이다. 우리나라에서 토지의 사거래(私去來)가 이루어 진 것은 9세기 말경이라 하나, 현대적 의미의 중개가 시작된 것은 고려시대부터라 한다. 당시에는 객주(客主)제도가 있어서 상품매매를 중개하였는데, 이를 거간이라 하였고 물건을 흥정하는 사람을 ‘거간꾼’(居間)이라 하였으며, 그 중 집을 중개하는 것을 가거간(家居間)이라 하고 중개업자를 ‘가거간꾼’이라 하였다 한다."
용어,전환형펀드,"전환형펀드
투자자가 시장상황에 따라 현재 가입하고 있는 펀드에서 다른 펀드로 전환할 수 있도록 하는 펀드를 말한다. 또는 목표수익률을 미리정해 놓고 처음에는 주식에 투자하다가 목표한 수익률을 달성하면 채권으로 바꾸는 펀드를 말한다. 이것은 전환이라는 수단으로 얻은 수익을 확정시키는 특징이 있다. 반대로 손실률을 정해놓고 그 손실률 이하로 하락하면 전환하여 손실의 위험을 줄이는 전환형 펀드상품도 있다."
용어,가로계수,"가로계수
감정평가방식 중에서 노선가식평가법으로 감정평가액을 산정할 때 도로의 가로조건에 맞추어 만들어 놓은 계수를 말한다.가로계수는 접근계수 및 택지계수와 함께 노선가의 3요소라 하며 일본에서 구획정리지구를 평가하면서 개발한 ‘평정산식’의 요소이다. 가로계수는 택지가 접하는 가로의 이용가치를 나타내는 계수로서 도로의 계통성 · 폭 · 구조 등으로 구성되며, 계통성은 연결성을 보는데 보통 기점과 종점의 거리가 긴 것, 역전과 타 간선도로의 접속도로 등에 높은 값을 매긴다.표준도로에 1.0을 붙이고, 이 1.0을 기준으로 계수에 변화를 준다. 폭의 계수는 함수로 표시하는데 신개발지의 농지나 임야의 폭 3미터 이하의 도로는 일정률로 하는 등 변화를 준다. 구조계수는 차 · 보도의 분리, 차도포장, 보도포장, 구배, 가로수의 유무와 질 등에 따라 각종 도로 간에 차이를 둔다."
용어,장부가격,"장부가격
기업 보유 부동산의 회계장부 가격을 말한다. 기업회계에서 부동산은 투자자산이 아니고 유형자산이므로 회계상 취득가액에서 감가상각하여 가치를 감가시킨다. 따라서 현실의 부동산 가격과 장부 가격은 많은 차이가 있다. 재평가하여 장부가격이 높아지면 표면적으로는 자기자본 비율이 높아지나, 반대로 수익률은 떨어진다.따라서 기업정보가 정확해지고 리스크가 줄며, 주식시장은 유리하게 기능한다. 관련 법규는 자산재평가법이다."
용어,거래사고,"거래사고
부동산 거래를 완료하였으나, 거래목적을 달성할 수 없는 경우를 거래사고라 한다. 매매나 교환을 하였는데 기대한 권리의 전부 또는 일부를 취득할 수 없는 수가 있다. 허가관청의 허가가 나지 않는 거래(토지거래허가구역)나 처분할 수 없는 사립학교 재산을 취득한 예이다. 목적물을 인수할 수 없는 경우도 있다.타인이 불법으로 점유하여 사용할 때 또는 등기부상 표시면적이 실제면적보다 클 때도 거래사고로 본다. 소유권을 취득했으나 토지이용 상 공법이나 사법의 규제 때문에 토지의 전부 또는 일부를 이용할 수 없는 경우다. 토지에 지상권이나 지역권이 설정되어 있는 경우가 이에 해당된다. 부동산이 수용이나 징발의 대상이 된 것을 모르고 취득한 경우도 거래사고로 본다."
용어,특수지역,"특수지역
산업과 인구의 합리적 배치 그 밖에 국가 또는 지방자치단체의 특별한 경제적, 사회적 목적을 달성하기 위하여 포괄적인 계획에 의하여 체계적인 개발이 필요한 토지개발사업과 기반시설조성사업(특수지역개발사업)을 시행하기 위하여 산업입지 및 개발에 관한 법률에 따라 지정, 고시한 지역을 말한다. 관련은 산업입지 및 개발에 관한 법률이다."
용어,지하광장,"지하광장
국토의 계획 및 이용에 관한 법률에서 정하고 있는 기반시설 중 광장의 하나로, 철도의 지하정거장, 지하도 또는 지하상가와 연결하여 교통처리를 원활히 하고 이용자에게 휴식을 제공하기 위하여 필요한 곳에 설치하고, 광장의 출입구는 쉽게 출입할 수 있도록 도로와 연결시킨 광장을 말한다.지하광장에는 이용자의 휴식을 위한 시설과 광장의 규모에 적정한 출입구를 설치해야 하며, 통풍 및 환기가 원활해야 한다.근거법은 국토의 계획 및 이용에 관한 법률, 도시 · 군계획시설의 결정 · 구조 및 설치기준에 관한 규칙이다."
용어,부동산광고기획,"부동산광고기획
부동산기업이 상품을 판매하기 위해 짜 내어 체계화한 아이디어를 말한다. 부동산광고 주체가 기획할 때 체크해야 하는 포인트(5W1H)는 다음과 같은 것이 있다.① 광고하는 목적은 무엇인가? 어떤 효과를 기대하는가?(what),② 누구를 대상으로 하는가?(whom),③ 어떤 지역을 대상으로 광고하는가?(where),④ 광고 시기는 언제인가? 그에 따른 준비와 스케줄을 체크한다(when),⑤ 매체는 무엇을 선택하는가? 특히 비용과 효과를 검토한다(which),⑥ 어느 정도 비용이 드는가? 제작비와 광고비를 나누어 검토한다(how).이러한 6하 원칙은 상호 유기적으로 관련지어 검토해야 한다. 텔레비전을 이용하면 효과가 있는 것은 알지만, 수입과 비용 면에서 맞지 않으면 어쩔 수 없는 것과 같다. 비용을 극소로하여 효과를 최대로 하는 것이 바람직하나, 이것은 광고전문가(廣告專門家)에게 맡기든가 경험으로 판단할 수밖에 없다. 하나의 방법은 수입에 따라 광고비를 책정하는 것인데, 일본은 매상고의 0.4%가 적당하다고 한다. 이것은 각 기업의 경영목표에 따라 달라진다."
용어,입체이용률,"입체이용률
입체이용률은 지표면에 대한 각 층 공간의 접근성의 대소를 비율로 표시한 것을 말한다. 토지의 이용을 입체적으로 본 경우 당해 획지의 최유효이용을 전제로 당해 획지의 지상 공간 및 지하부분의 이용가치 집적이 그 획지의 토지가액이라고 볼 수 있다.고층건물 각층의 구분소유권 가격은 토지의 공간 이용가치에 건물 및 설비이용가치를 합한 것으로 보기 때문에 각층의 설계, 구조, 설비들은 각층의 입체이용률에 반영된다. 옥상은 엘리베이터의 속도가 빠르다면 조망 및 화재시의 안전성 때문에 오히려 중간층보다 가격이 높은 경향이 있다."
용어,신고가격,"신고가격
신고가격은 시민이 정부에 신고하는 가격으로 예를 들면 주택을 매매하고 매수인이 거래가격을 관청에 신고할 때의 가격이다.주택을 거래하면 매매 당사자는 계약체결일부터 60일 이내에 실제 거래가격을 신고해야 하며, 신고하지 않으면 500만원 이하의 과태료에 처한다. 시장군수가 신고사항이 누락되었거나 정확하지 않다고 판단하면 신고내용을 보완시키거나 공무원으로 하여금 사실여부를 조사하기위해 거래대금지급증명자료 제출을 요구할 수 있으며, 만일 이것을 거부하거나 이행하지 않으면 500만원 이하의 과태료에 처한다.관련법은 부동산 거래신고 등에 관한 법률이다."
용어,대물담보,"대물담보
특정한 재산으로 채무의 이행을 보증하는 담보를 물적 담보라고 한다. 부동산 저당권, 질권 등이 있다. 물적 담보는 채권을 담보하기 위하여 목적물 위에 설정한 제한물권을 채권자에게 주는 담보물권과 목적물의 재산권을 전적으로 채권자에게 이전하는 양도담보가 있다. 부동산 사업을 할 때 금융기관에서 차입하려면 금융기관은 대물담보를 요구한다. 인적담보나 프로젝트담보는 대개 수용하지 않는다.이 때문에 사업성을 담보로 하는 부동산개발 프로젝트 파이낸싱(project financing)이 기형적인 형태로 운영되고 있다."
용어,감정평가업자의 업무,"감정평가업자의 업무
법령에 정해 놓은 감정평가업자의 업무는 표준지의 적정가격과 표준 주택의 적정가격의 조사 · 평가, 보상과 국공유지 취득 및 처분을 위한 토지의 감정평가, 개별공시지가의 검증 및 개별주택가격의 검증, 자산 재평가법에 의한 토지 등의 평가, 소송 또는 경매를 위한 토지 등의 감정평가, 타인의 의뢰에 의한 토지 등의 감정평가, 감정평가와 관련된 상담과 자문, 토지 등의 이용 및 개발 등에 대한 조언이나 정보 등의 제공 등이 있다.근거법은 감정평가 및 감정평가사에 관한 법률이다."
용어,지가공시제도,"지가공시제도
국토교통부장관이 토지이용상황이나 주변환경 그 밖의 자연적 · 사회적 조건이 일반적으로 유사하다고 인정되는 일단의 토지 중에서 선정한 표준지를 매년 공시기준일 현재의 적정가격을 조사 · 평가하고 중앙부동산평가위원회 심의를 거쳐 매년 1월1일 공시해야 해야 하는 제도를 말한다.공시사항에는 표준지의 지번, 표준지의 단위면적당 가격, 표준지의 면적 및 형상, 표준지 및 주변토지의 이용상황 등을 표시해야 한다. 만약 표준지공시지가에 대한 이의 신청이 있는 사람은 공시일로부터 30일 이내에 서면으로 국토교통부장관에게 이의를 신청 할 수 있다."
용어,메트로포리스,"메트로포리스
시, 도, 지역의 주요도시를 말하며 대도시, 모도시라고도 말한다. 2차대전 후 공업화로 인해 인구가 도시로 집중되어 규모가 커진 도시를 말한다. 어머니를 의미하는 그리이스 meter와 도시를 의미하는 polis에서 유래하여 모도시라 하게 된 것이다. 이 도시는 점(點)모양에서 띠(帶)모양으로 더 멀리 퍼져나가 종국에는 광역지역을 모두 차지하는 거대도시가 된다. 이를 메가로폴리스(megalopolis)라 한다."
용어,신규수요,"신규수요
주택수요의 유형 중 하나로 처음으로 주택을 소유하려는 계층의 내 집 마련 수요를 말한다. 우리나라는 대개 임대수요계층이 신규수요계층으로 이동한다. 이 수요자들의 구매능력은 평수가 작은 아파트나 다세대주택, 단독주택에 한정되는 수가 많고, 생애주기로 보아 가족형성기 · 가족성장 전기단계 사람이 많다. 부동산 시장이 불황일 경우 신규 수요자들이 이익을 보는 경우가 많다.예를 들어 1991년 이래 1996년 까지 불황으로 교체수요자인 중장년층의 수요는 크게 하락한데 비해 신규수요자인 젊은 층의 소득과 주택구입의욕은 그만큼 감소하지 않았을 것이다. 이 경우 지가하락은 중장년층에 타격을 주고 신규수요자 층에는 이익을 줬다."
용어,적극적 지적,"적극적 지적
지적제도를 등록업무에 따라 소극적 지적과 적극적 지적으로 분류할 수 있다. 여기서 적극적 지적이란 법적으로 필지마다 토지등록을 의무화하여 등록되지 않은 토지에는 어떠한 권리도 인정될 수 없다는 제도를 말한다."
용어,자산디플레이션,"자산디플레이션
부동산 같은 실물자산의 가격이 하락하여, 자산의 역효과가 나서 경기침체가 가속되는 것을 말한다. 일본은 1990년대에 들어서서 버블붕괴로 토지자산 가격이 90년 2,455조엔에서 2000년에 1,535조엔까지 하락했다. 급격하게 진행된 이같은 대규모 토지가격 하락은 불량채권 발생이 근본 원인이었다. 버블 해소 후 지가하락은 디플레이션 불황이 원인이었다고 말하고 있다."
용어,생활환경관리,"생활환경관리
사람이 생활하는데 필요한 쾌적하고 위생적인 환경을 조성하는 것을 말한다. 주택은 사람이 정신적으로나 육체적으로 편안히 쉴 수 있는 장소여야 한다. 그러기 위해서는 쾌적하고 위생적인 생활환경조건이 조성되어야 하는데, 이 조건의 조성이란 적당한 일조 · 온도 · 습도가 유지되고 통풍 · 환기가 잘되며 소음이 방지되도록 관리하는 것을 말한다."
용어,계속지역권,"계속지역권
지역권을 행사하는 내용이 계속적임을 인식할 수 있는 권리를 말한다. 민법에서는 계속되고, 표현되는 지역권은 점유로 인한 부동산 소유권의 취득기간을 준용하도록 하였다.이렇게 계속되고, 표현된 지역권은 ① 자신의 토지에 도달하기 위해 다른 사람의 토지를 통행하는 통행지역권(通行地役權),② 자신의 토지에 물을 끌어들이기 위하여 다른 사람의 토지를 통과하여 물을 끌어들이거나 통수관(通水管)을 묻는 인수지역권(引水地役權)이 있다. 근거법은 민법이다."
용어,도심,"도심
대도시의 중심기능을 발휘하고 있는 중추지역을 말한다. 대개는 시가지의 중심부에 형성되며, 관공서가 늘어선 관청가를 비롯하여 중심상점가, 회사(본사기능), 은행, 금융가, 도매점상가 등으로 구성되어 행정기능, 업무기능 및 상업기능이 집중된 곳으로 중심업무지구(CBD : Central Business District)라고도 한다.도시가 성장하는 시기에는 도시지역의 영향력이 크게 작용하여 도심지역의 인구 활동 빈도가 높아지고 외곽지역의 확산을 유발하나 신도시 개발 등으로 도심지역의 주거기능 및 상업, 업무기능이 외곽으로 이동되면서 도심기능이 크게 약화되는 이른바 도심공동화 현상이 나타나기도 한다."
용어,산촌진흥구역,"산촌진흥구역
특별시장 · 광역시장 · 특별자치시장 · 도지사 · 특별자치도지사가 산촌의 진흥을 위하여 필요한 지역을 산촌진흥지역으로 지정하는 것을 말한다.시 · 도지사는① 산림자원의 다목적 이용과 임산물 생산기반의 조성 등 임업경영 여건이 양호한 산촌② 산림자원의 이용 · 관리를 위하여 임업기능 인력의 육성 등 지원이 필요한 산촌③ 도로 및 상 · 하수도 등 생활환경정비 수준이 전국 읍 · 면지역 평균 이하이고, 지역주민 1인당 소득수준이 전국 읍 · 면지역 평균 이하인 산촌의 어느 하나에 해당하면 산촌진흥지역으로 지정할 수 있으며, 시장 · 군수는 시 · 도지사에게 산촌진흥지역의 지정을 신청할 수 있다.시 · 도지사가 산촌진흥지역을 지정하려 할 때는 미리 관계 중앙행정기관 장과 협의해야 하고, 지정하면 산림청장과 해당 시장 · 군수에게 통지하고 위치, 면적 등을 고시해야 한다.근거법은 산림기본법이다."
용어,보상재평가,"보상재평가
공익사업에서 사업시행자는 제출된 보상평가서를 검토한 결과 그 평가가 관계법령에 위반하여 평가되었거나 부당하게 평가되었다고 인정하는 경우에는 당해 감정평가업자에게 그 사유를 명시하여 다시 평가할 것을 요구하여야 한다.사업시행자는 ① 위의 재평가 사유에 해당하는 경우로서 당해 감정평가업자에게 평가를 요구할 수 없는 특별한 사유가 있는 경우,② 대상물건의 평가액 중 최고평가액이 최저평가액의 110%를 초과하는 경우 (대상물건이 지장물인 경우 최고평가액과 최저평가액의 비교는 소유자별로 지장물 전체 평가액의 합계액을 기준으로 한다),③ 평가를 한 후 1년이 경과할 때까지 보상계약이 체결되지 아니한 경우에는 다른 2인 이상의 감정평가업자에게 대상물건의 평가를 다시 의뢰하여야 한다.관련법은 공익사업을 위한 토지 등의 취득 및 보상에 관한 법률이다."
용어,연대납세의무,"연대납세의무
본래의 의미는 하나의 납세의무가 여러 사람에게 동시에 발생하는 것을 의미하지만 국세기본법과 개별세법에서는 이를 변형시켜 납부의무를 확장시키는 방법으로 이용하고 있다.국세기본법은 공유물 · 공동사업 등의 경우와 법인의 합병이나 분할의 경우, 소득세법에서는 공동사업 등과 공동사업합산의 경우, 지방세법은 공유물 등의 연대납세의무, 법인세법은 해산 시 잔여재산 분배를 한 청산인과 분배를 받은 자에게 연대납세의무를 지우며, 상속세 및 증여세법에는 상속인과 수유자, 증여자와 수증자에게 연대납세의무를 부과하는 규정을 정해 놓았다."
용어,부동산거래업,"부동산거래업
흔히 부동산서비스업과 부동산임대업을 말한다. 부동산서비스업에는 부동산중개업, 부동산감정평가업, 주택관리업, 부동산상담업, 부동산관리업, 에스크로업, 부동산입지선정업, 부동산금융업, 권리분석업, 부동산보험업 등이 있으며 부동산임대업에는 주거용 부동산임대업, 비주거용 부동산임대업이 있다."
용어,국토지리정보원,"국토지리정보원
국토측량, 항공사진 촬영, 국가기본도 및 수치지도의 제작을 비롯하여 국토지리, 지형 등에 관한 다양한 업무와 측량 및 지형공간정보의 기술에 관한 연구 등의 활동을 하는 기관을 말한다. 1974년 11월 1일 건설부 국립지리원으로 창설된 이후 오늘에 이르렀다.주요 업무는 측량에 관한 정책의 수립 · 시행, 측량 관계 법령의 운영 · 연구 및 제도개선과 그 이행, 국가측량기준의 설정 및 기준점의 유지 · 관리, 항공사진의 촬영 및 제작, 세부도화(細部圖畵), 위성영상 등을 이용한 항공사진측량의 연구 · 개발, 국토지리 및 지명조사, 지도의 전산편집 · 제작 · 관리 및 판매 · 보급, 국토지리정보의 수집 · 전산화 · 관리 및 보급, 국가지리정보시스템의 운용 사업을 수행하고 있다.측지VLBI 관측국 건설, 3차원 영상정보 구축, 국가기본도의 실시간 수정, 인문지리 DB구축, 공간정보 R&D 투자 확대, 대국민 지리교육서비스 제공, 국제협력 강화 등을 목표로 삼고 있다. 근거법은 국토교통부와 그 소속기관 직제이다."
용어,집행벌,"집행벌
의무자가 행정법상 의무(부작위의무, 비대체적 작위의무 등)를 이행하지 않는 경우 강제금을 과할 뜻을 의무자에게 예고하여 스스로 의무자의 의무를 이행케 하는 행정상 강제집행의 수단이다."
