구분,질문,답변
송정동/월세/임대료,송정동 월세 임대료 가장비싼 높은 고액,송정동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 33000만원 임대료는 3만원에 거래된 소담빌리지 연립다세대입니다.
서초동/월세/임대료,서초동 월세 임대료 가장비싼 높은 고액,서초동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 580만원에 거래된 아이파크빌 아파트입니다.
여의도동/월세/임대료,여의도동 월세 임대료 가장비싼 높은 고액,여의도동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 150만원에 거래된 브라이튼 여의도 오피스텔입니다.
장위동/월세/임대료,장위동 월세 임대료 가장비싼 높은 고액,장위동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 220만원에 거래된 래미안포레카운티 아파트입니다.
양평동6가/월세/임대료,양평동6가 월세 임대료 가장비싼 높은 고액,양평동6가에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 8만원에 거래된 양평도담빌A 연립다세대입니다.
신정동/월세/임대료,신정동 월세 임대료 가장비싼 높은 고액,신정동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 40000만원 임대료는 150만원에 거래된 래미안목동아델리체(1326) 아파트입니다.
길동/월세/임대료,길동 월세 임대료 가장비싼 높은 고액,길동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 100만원에 거래된 길동우성 아파트입니다.
정릉동/월세/임대료,정릉동 월세 임대료 가장비싼 높은 고액,정릉동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 125만원에 거래된 정릉풍림아이원 아파트입니다.
노고산동/월세/임대료,노고산동 월세 임대료 가장비싼 높은 고액,노고산동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 600만원 임대료는 121만원에 거래된 에피소드 신촌 369 오피스텔입니다.
신내동/월세/임대료,신내동 월세 임대료 가장비싼 높은 고액,신내동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3000만원 임대료는 110만원에 거래된 신내6대주 아파트입니다.
양평동1가/월세/임대료,양평동1가 월세 임대료 가장비싼 높은 고액,양평동1가에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 21400만원 임대료는 25만원에 거래된 네오하임 연립다세대입니다.
고덕동/월세/임대료,고덕동 월세 임대료 가장비싼 높은 고액,고덕동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10500만원 임대료는 200만원에 거래된 고덕그라시움 아파트입니다.
잠원동/월세/임대료,잠원동 월세 임대료 가장비싼 높은 고액,잠원동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 50000만원 임대료는 440만원에 거래된 반포르엘 아파트입니다.
일원동/월세/임대료,일원동 월세 임대료 가장비싼 높은 고액,일원동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 400만원에 거래된 래미안 개포 루체하임 아파트입니다.
마천동/월세/임대료,마천동 월세 임대료 가장비싼 높은 고액,마천동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2299만원 임대료는 42만원에 거래된 송파파크데일2단지 아파트입니다.
신림동/월세/임대료,신림동 월세 임대료 가장비싼 높은 고액,신림동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 150만원에 거래된 신림푸르지오 아파트입니다.
암사동/월세/임대료,암사동 월세 임대료 가장비싼 높은 고액,암사동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 38000만원 임대료는 225만원에 거래된 롯데캐슬퍼스트 아파트입니다.
원효로1가/월세/임대료,원효로1가 월세 임대료 가장비싼 높은 고액,원효로1가에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 15610만원 임대료는 82만원에 거래된 용산원효루미니 아파트입니다.
오류동/월세/임대료,오류동 월세 임대료 가장비싼 높은 고액,오류동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2000만원 임대료는 126만원에 거래된 경남아너스빌 아파트입니다.
봉천동/월세/임대료,봉천동 월세 임대료 가장비싼 높은 고액,봉천동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 200만원에 거래된 e편한세상서울대입구2단지 아파트입니다.
둔촌동/월세/임대료,둔촌동 월세 임대료 가장비싼 높은 고액,둔촌동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 185만원에 거래된 현대수린나아파트 아파트입니다.
자양동/월세/임대료,자양동 월세 임대료 가장비싼 높은 고액,자양동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 275만원에 거래된 이튼타워리버1차 아파트입니다.
쌍문동/월세/임대료,쌍문동 월세 임대료 가장비싼 높은 고액,쌍문동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3000만원 임대료는 150만원에 거래된 한양7 아파트입니다.
번동/월세/임대료,번동 월세 임대료 가장비싼 높은 고액,번동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 54만원에 거래된 프랑지파니 연립다세대입니다.
홍은동/월세/임대료,홍은동 월세 임대료 가장비싼 높은 고액,홍은동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 15000만원 임대료는 140만원에 거래된 북한산두산위브 아파트입니다.
중계동/월세/임대료,중계동 월세 임대료 가장비싼 높은 고액,중계동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 130만원에 거래된 중계현대2 아파트입니다.
행당동/월세/임대료,행당동 월세 임대료 가장비싼 높은 고액,행당동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 280만원에 거래된 서울숲행당푸르지오 아파트입니다.
신천동/월세/임대료,신천동 월세 임대료 가장비싼 높은 고액,신천동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 400만원에 거래된 파크리오 아파트입니다.
용답동/월세/임대료,용답동 월세 임대료 가장비싼 높은 고액,용답동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2000만원 임대료는 150만원에 거래된 THE WEAL SKY70 오피스텔입니다.
장안동/월세/임대료,장안동 월세 임대료 가장비싼 높은 고액,장안동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3000만원 임대료는 200만원에 거래된 금강아미움 아파트입니다.
풍납동/월세/임대료,풍납동 월세 임대료 가장비싼 높은 고액,풍납동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 200만원에 거래된 현대1 아파트입니다.
등촌동/월세/임대료,등촌동 월세 임대료 가장비싼 높은 고액,등촌동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3000만원 임대료는 150만원에 거래된 디앤써밋모이다 연립다세대입니다.
흑석동/월세/임대료,흑석동 월세 임대료 가장비싼 높은 고액,흑석동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 40000만원 임대료는 300만원에 거래된 아크로리버하임 아파트입니다.
답십리동/월세/임대료,답십리동 월세 임대료 가장비싼 높은 고액,답십리동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 155만원에 거래된 래미안엘파인아파트 아파트입니다.
천호동/월세/임대료,천호동 월세 임대료 가장비싼 높은 고액,천호동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 140만원에 거래된 현대코아아파트 아파트입니다.
이촌동/월세/임대료,이촌동 월세 임대료 가장비싼 높은 고액,이촌동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 200만원에 거래된 강촌 아파트입니다.
성북동1가/월세/임대료,성북동1가 월세 임대료 가장비싼 높은 고액,성북동1가에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 8600만원 임대료는 30만원에 거래된 정승빌리지 연립다세대입니다.
신길동/월세/임대료,신길동 월세 임대료 가장비싼 높은 고액,신길동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 250만원에 거래된 래미안에스티움 아파트입니다.
면목동/월세/임대료,면목동 월세 임대료 가장비싼 높은 고액,면목동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 115만원에 거래된 봄작시티 48 오피스텔입니다.
천왕동/월세/임대료,천왕동 월세 임대료 가장비싼 높은 고액,천왕동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2686만원 임대료는 46만원에 거래된 천왕연지타운2단지 아파트입니다.
공항동/월세/임대료,공항동 월세 임대료 가장비싼 높은 고액,공항동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 30만원에 거래된 삼성센트레빌 연립다세대입니다.
구산동/월세/임대료,구산동 월세 임대료 가장비싼 높은 고액,구산동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 9100만원 임대료는 59만원에 거래된 구산주택 아파트입니다.
돈암동/월세/임대료,돈암동 월세 임대료 가장비싼 높은 고액,돈암동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5250만원 임대료는 190만원에 거래된 한진(609-1) 아파트입니다.
청량리동/월세/임대료,청량리동 월세 임대료 가장비싼 높은 고액,청량리동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 4000만원 임대료는 110만원에 거래된 미주 아파트입니다.
창동/월세/임대료,창동 월세 임대료 가장비싼 높은 고액,창동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 140만원에 거래된 대림e-편한세상 아파트입니다.
상왕십리동/월세/임대료,상왕십리동 월세 임대료 가장비싼 높은 고액,상왕십리동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 200만원에 거래된 텐즈힐(2구역) 아파트입니다.
창전동/월세/임대료,창전동 월세 임대료 가장비싼 높은 고액,창전동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 300만원에 거래된 서강오벨리스크스위트 아파트입니다.
상일동/월세/임대료,상일동 월세 임대료 가장비싼 높은 고액,상일동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 280만원에 거래된 고덕아르테온 아파트입니다.
숭인동/월세/임대료,숭인동 월세 임대료 가장비싼 높은 고액,숭인동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 39000만원 임대료는 90만원에 거래된 종로청계힐스테이트 아파트입니다.
강일동/월세/임대료,강일동 월세 임대료 가장비싼 높은 고액,강일동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 15000만원 임대료는 160만원에 거래된 고덕리엔파크2단지 아파트입니다.
개포동/월세/임대료,개포동 월세 임대료 가장비싼 높은 고액,개포동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 40000만원 임대료는 360만원에 거래된 디에이치아너힐즈 아파트입니다.
가산동/월세/임대료,가산동 월세 임대료 가장비싼 높은 고액,가산동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 135만원에 거래된 비에스힐즈-1 연립다세대입니다.
신공덕동/월세/임대료,신공덕동 월세 임대료 가장비싼 높은 고액,신공덕동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3000만원 임대료는 90만원에 거래된 대우메트로디오빌 아파트입니다.
역촌동/월세/임대료,역촌동 월세 임대료 가장비싼 높은 고액,역촌동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 70만원에 거래된 한신훼미라13차 연립다세대입니다.
노량진동/월세/임대료,노량진동 월세 임대료 가장비싼 높은 고액,노량진동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 130만원에 거래된 신동아리버파크 아파트입니다.
당산동4가/월세/임대료,당산동4가 월세 임대료 가장비싼 높은 고액,당산동4가에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 124만원에 거래된 당산삼성2차 아파트입니다.
망원동/월세/임대료,망원동 월세 임대료 가장비싼 높은 고액,망원동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 4000만원 임대료는 114만원에 거래된 해오름빌라(미) 연립다세대입니다.
현저동/월세/임대료,현저동 월세 임대료 가장비싼 높은 고액,현저동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 140만원에 거래된 독립문파크빌 아파트입니다.
도곡동/월세/임대료,도곡동 월세 임대료 가장비싼 높은 고액,도곡동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 150000만원 임대료는 500만원에 거래된 타워팰리스2 아파트입니다.
연남동/월세/임대료,연남동 월세 임대료 가장비싼 높은 고액,연남동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3000만원 임대료는 150만원에 거래된 대명 아파트입니다.
신수동/월세/임대료,신수동 월세 임대료 가장비싼 높은 고액,신수동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 240만원에 거래된 신촌숲아이파크 아파트입니다.
대치동/월세/임대료,대치동 월세 임대료 가장비싼 높은 고액,대치동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 430만원에 거래된 대치아이파크 아파트입니다.
용산동2가/월세/임대료,용산동2가 월세 임대료 가장비싼 높은 고액,용산동2가에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2000만원 임대료는 135만원에 거래된 한성빌라(1-237) 연립다세대입니다.
양재동/월세/임대료,양재동 월세 임대료 가장비싼 높은 고액,양재동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 150만원에 거래된 금강아트빌라 연립다세대입니다.
반포동/월세/임대료,반포동 월세 임대료 가장비싼 높은 고액,반포동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 80000만원 임대료는 700만원에 거래된 반포자이 아파트입니다.
당산동2가/월세/임대료,당산동2가 월세 임대료 가장비싼 높은 고액,당산동2가에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 50만원에 거래된 당산대우 아파트입니다.
삼전동/월세/임대료,삼전동 월세 임대료 가장비싼 높은 고액,삼전동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2000만원 임대료는 100만원에 거래된 리치팰리스 연립다세대입니다.
군자동/월세/임대료,군자동 월세 임대료 가장비싼 높은 고액,군자동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3700만원 임대료는 61만원에 거래된 (473-1) 오피스텔입니다.
논현동/월세/임대료,논현동 월세 임대료 가장비싼 높은 고액,논현동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 380만원에 거래된 펜트힐루논현 아파트입니다.
대방동/월세/임대료,대방동 월세 임대료 가장비싼 높은 고액,대방동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 187만원에 거래된 대림아파트 아파트입니다.
금호동4가/월세/임대료,금호동4가 월세 임대료 가장비싼 높은 고액,금호동4가에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 380만원에 거래된 서울숲푸르지오 아파트입니다.
도선동/월세/임대료,도선동 월세 임대료 가장비싼 높은 고액,도선동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 130만원에 거래된 W에비뉴타워 오피스텔입니다.
인의동/월세/임대료,인의동 월세 임대료 가장비싼 높은 고액,인의동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 61만원에 거래된 루비온오피스텔 오피스텔입니다.
평창동/월세/임대료,평창동 월세 임대료 가장비싼 높은 고액,평창동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 25000만원 임대료는 200만원에 거래된 롯데낙천대 아파트입니다.
송파동/월세/임대료,송파동 월세 임대료 가장비싼 높은 고액,송파동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 150만원에 거래된 한양아파트 아파트입니다.
동소문동6가/월세/임대료,동소문동6가 월세 임대료 가장비싼 높은 고액,동소문동6가에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2000만원 임대료는 28만원에 거래된 (50-0) 연립다세대입니다.
상수동/월세/임대료,상수동 월세 임대료 가장비싼 높은 고액,상수동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 40000만원 임대료는 200만원에 거래된 래미안밤섬리베뉴Ⅰ 아파트입니다.
석관동/월세/임대료,석관동 월세 임대료 가장비싼 높은 고액,석관동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 17000만원 임대료는 90만원에 거래된 두산 아파트입니다.
석촌동/월세/임대료,석촌동 월세 임대료 가장비싼 높은 고액,석촌동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2000만원 임대료는 90만원에 거래된 미도수피아 연립다세대입니다.
영등포동2가/월세/임대료,영등포동2가 월세 임대료 가장비싼 높은 고액,영등포동2가에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3000만원 임대료는 137만원에 거래된 여의도리미티오148 아파트입니다.
후암동/월세/임대료,후암동 월세 임대료 가장비싼 높은 고액,후암동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 13000만원 임대료는 120만원에 거래된 (335-6) 연립다세대입니다.
중곡동/월세/임대료,중곡동 월세 임대료 가장비싼 높은 고액,중곡동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 110만원에 거래된 클래시하우스7차 연립다세대입니다.
신설동/월세/임대료,신설동 월세 임대료 가장비싼 높은 고액,신설동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 23600만원 임대료는 5만원에 거래된 로얄팰리스 연립다세대입니다.
황학동/월세/임대료,황학동 월세 임대료 가장비싼 높은 고액,황학동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2000만원 임대료는 120만원에 거래된 청계리버팰리스A 아파트입니다.
상월곡동/월세/임대료,상월곡동 월세 임대료 가장비싼 높은 고액,상월곡동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 16500만원 임대료는 36만원에 거래된 토티하우스 연립다세대입니다.
영등포동/월세/임대료,영등포동 월세 임대료 가장비싼 높은 고액,영등포동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 40만원에 거래된 굿모닝빌 연립다세대입니다.
남가좌동/월세/임대료,남가좌동 월세 임대료 가장비싼 높은 고액,남가좌동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 40000만원 임대료는 240만원에 거래된 DMC파크뷰자이1단지 아파트입니다.
신당동/월세/임대료,신당동 월세 임대료 가장비싼 높은 고액,신당동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 225만원에 거래된 남산타운 아파트입니다.
휘경동/월세/임대료,휘경동 월세 임대료 가장비싼 높은 고액,휘경동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 15000만원 임대료는 100만원에 거래된 롯데 아파트입니다.
본동/월세/임대료,본동 월세 임대료 가장비싼 높은 고액,본동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3000만원 임대료는 126만원에 거래된 한신휴플러스 아파트입니다.
신대방동/월세/임대료,신대방동 월세 임대료 가장비싼 높은 고액,신대방동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 110만원에 거래된 우성1 아파트입니다.
용강동/월세/임대료,용강동 월세 임대료 가장비싼 높은 고액,용강동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 420만원에 거래된 래미안마포리버웰 아파트입니다.
화양동/월세/임대료,화양동 월세 임대료 가장비싼 높은 고액,화양동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 165만원에 거래된 테라팰리스건대4차 연립다세대입니다.
대조동/월세/임대료,대조동 월세 임대료 가장비싼 높은 고액,대조동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2000만원 임대료는 125만원에 거래된 고도하우스 연립다세대입니다.
명일동/월세/임대료,명일동 월세 임대료 가장비싼 높은 고액,명일동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 180만원에 거래된 삼익그린2차 아파트입니다.
성수동1가/월세/임대료,성수동1가 월세 임대료 가장비싼 높은 고액,성수동1가에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 1100만원에 거래된 트리마제 아파트입니다.
염리동/월세/임대료,염리동 월세 임대료 가장비싼 높은 고액,염리동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 55000만원 임대료는 115만원에 거래된 마포프레스티지자이 아파트입니다.
응봉동/월세/임대료,응봉동 월세 임대료 가장비싼 높은 고액,응봉동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 150만원에 거래된 서울숲리버그린동아아파트 아파트입니다.
상도동/월세/임대료,상도동 월세 임대료 가장비싼 높은 고액,상도동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 15000만원 임대료는 270만원에 거래된 래미안상도3차 아파트입니다.
도원동/월세/임대료,도원동 월세 임대료 가장비싼 높은 고액,도원동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 95만원에 거래된 삼성래미안 아파트입니다.
능동/월세/임대료,능동 월세 임대료 가장비싼 높은 고액,능동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 51만원에 거래된 명선풍경채 연립다세대입니다.
효창동/월세/임대료,효창동 월세 임대료 가장비싼 높은 고액,효창동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 4000만원 임대료는 70만원에 거래된 (5-207) 연립다세대입니다.
성수동2가/월세/임대료,성수동2가 월세 임대료 가장비싼 높은 고액,성수동2가에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 120만원에 거래된 신성미소지움 아파트입니다.
대림동/월세/임대료,대림동 월세 임대료 가장비싼 높은 고액,대림동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 170만원에 거래된 성원(650) 아파트입니다.
공덕동/월세/임대료,공덕동 월세 임대료 가장비싼 높은 고액,공덕동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 230만원에 거래된 래미안공덕5차 아파트입니다.
제기동/월세/임대료,제기동 월세 임대료 가장비싼 높은 고액,제기동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 130만원에 거래된 안암골벽산 아파트입니다.
거여동/월세/임대료,거여동 월세 임대료 가장비싼 높은 고액,거여동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 40000만원 임대료는 240만원에 거래된 송파위례리슈빌 아파트입니다.
광장동/월세/임대료,광장동 월세 임대료 가장비싼 높은 고액,광장동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 200만원에 거래된 현대파크빌 아파트입니다.
자곡동/월세/임대료,자곡동 월세 임대료 가장비싼 높은 고액,자곡동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 290만원에 거래된 강남한양수자인(4단지) 아파트입니다.
삼선동3가/월세/임대료,삼선동3가 월세 임대료 가장비싼 높은 고액,삼선동3가에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1645만원 임대료는 33만원에 거래된 위드74 연립다세대입니다.
전농동/월세/임대료,전농동 월세 임대료 가장비싼 높은 고액,전농동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 250만원에 거래된 동대문롯데캐슬노블레스 아파트입니다.
세곡동/월세/임대료,세곡동 월세 임대료 가장비싼 높은 고액,세곡동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3150만원 임대료는 175만원에 거래된 강남엘에이치1단지 아파트입니다.
당산동6가/월세/임대료,당산동6가 월세 임대료 가장비싼 높은 고액,당산동6가에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 120만원에 거래된 한강 더채움 오피스텔입니다.
한남동/월세/임대료,한남동 월세 임대료 가장비싼 높은 고액,한남동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 750만원에 거래된 한남더힐 아파트입니다.
청담동/월세/임대료,청담동 월세 임대료 가장비싼 높은 고액,청담동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 17000만원 임대료는 200만원에 거래된 삼성청담공원아파트 아파트입니다.
항동/월세/임대료,항동 월세 임대료 가장비싼 높은 고액,항동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 23000만원 임대료는 60만원에 거래된 하버라인3단지 아파트입니다.
합정동/월세/임대료,합정동 월세 임대료 가장비싼 높은 고액,합정동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 110만원에 거래된 스퀘어리버뷰합정 오피스텔입니다.
방이동/월세/임대료,방이동 월세 임대료 가장비싼 높은 고액,방이동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 270만원에 거래된 올림픽선수기자촌2단지 아파트입니다.
갈현동/월세/임대료,갈현동 월세 임대료 가장비싼 높은 고액,갈현동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2000만원 임대료는 110만원에 거래된 진성위너스빌 연립다세대입니다.
홍제동/월세/임대료,홍제동 월세 임대료 가장비싼 높은 고액,홍제동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 4000만원 임대료는 140만원에 거래된 청구3차 아파트입니다.
당산동/월세/임대료,당산동 월세 임대료 가장비싼 높은 고액,당산동에서 임대료가 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 180만원에 거래된 강변래미안 아파트입니다.
