구분,질문,답변
미아동/월세/임대료,미아동 월세 임대료 가장싼 낮은 저렴,미아동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 12000만원 임대료는 5만원에 거래된 청림하이빌 연립다세대입니다.
염창동/월세/임대료,염창동 월세 임대료 가장싼 낮은 저렴,염창동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 24000만원 임대료는 8만원에 거래된 아네스트염창 아파트입니다.
신월동/월세/임대료,신월동 월세 임대료 가장싼 낮은 저렴,신월동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 4만원에 거래된 현대하우징 연립다세대입니다.
장지동/월세/임대료,장지동 월세 임대료 가장싼 낮은 저렴,장지동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 8429만원 임대료는 6만원에 거래된 송파파인타운10단지 아파트입니다.
수서동/월세/임대료,수서동 월세 임대료 가장싼 낮은 저렴,수서동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 25000만원 임대료는 28만원에 거래된 신동아 아파트입니다.
역삼동/월세/임대료,역삼동 월세 임대료 가장싼 낮은 저렴,역삼동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 11000만원 임대료는 2만원에 거래된 강남역 우정에쉐르 오피스텔입니다.
방학동/월세/임대료,방학동 월세 임대료 가장싼 낮은 저렴,방학동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 13000만원 임대료는 20만원에 거래된 남광하이츠맨션 연립다세대입니다.
방화동/월세/임대료,방화동 월세 임대료 가장싼 낮은 저렴,방화동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 7000만원 임대료는 5만원에 거래된 에어뷰21-1오피스텔 오피스텔입니다.
중화동/월세/임대료,중화동 월세 임대료 가장싼 낮은 저렴,중화동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 18000만원 임대료는 5만원에 거래된 로얄스위트 연립다세대입니다.
구의동/월세/임대료,구의동 월세 임대료 가장싼 낮은 저렴,구의동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 17850만원 임대료는 4만원에 거래된 (242-5) 연립다세대입니다.
증산동/월세/임대료,증산동 월세 임대료 가장싼 낮은 저렴,증산동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 75만원에 거래된 증산중앙하이츠 아파트입니다.
송정동/월세/임대료,송정동 월세 임대료 가장싼 낮은 저렴,송정동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 33000만원 임대료는 3만원에 거래된 소담빌리지 연립다세대입니다.
서초동/월세/임대료,서초동 월세 임대료 가장싼 낮은 저렴,서초동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 10만원에 거래된 DK밸리뷰시티 아파트입니다.
여의도동/월세/임대료,여의도동 월세 임대료 가장싼 낮은 저렴,여의도동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 25000만원 임대료는 30만원에 거래된 시범 아파트입니다.
장위동/월세/임대료,장위동 월세 임대료 가장싼 낮은 저렴,"장위동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 4621만원 임대료는 10만원에 거래된 장월에스에이치빌1단지(국민임대,SH소유 아파트입니다."
양평동6가/월세/임대료,양평동6가 월세 임대료 가장싼 낮은 저렴,양평동6가에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 28000만원 임대료는 5만원에 거래된 선유도 소미골드Ⅳ 오피스텔입니다.
신정동/월세/임대료,신정동 월세 임대료 가장싼 낮은 저렴,신정동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 6011만원 임대료는 1만원에 거래된 학마을2 아파트입니다.
길동/월세/임대료,길동 월세 임대료 가장싼 낮은 저렴,길동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20550만원 임대료는 2만원에 거래된 다성이즈빌 아파트입니다.
정릉동/월세/임대료,정릉동 월세 임대료 가장싼 낮은 저렴,정릉동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 18450만원 임대료는 4만원에 거래된 천우네오젠(206-60) 연립다세대입니다.
노고산동/월세/임대료,노고산동 월세 임대료 가장싼 낮은 저렴,노고산동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 14만원에 거래된 신촌 G&P NINE 오피스텔입니다.
신내동/월세/임대료,신내동 월세 임대료 가장싼 낮은 저렴,신내동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10909만원 임대료는 9만원에 거래된 신내우디안1단지 아파트입니다.
양평동1가/월세/임대료,양평동1가 월세 임대료 가장싼 낮은 저렴,양평동1가에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 21400만원 임대료는 25만원에 거래된 네오하임 연립다세대입니다.
고덕동/월세/임대료,고덕동 월세 임대료 가장싼 낮은 저렴,고덕동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 43000만원 임대료는 10만원에 거래된 고덕그라시움 아파트입니다.
잠원동/월세/임대료,잠원동 월세 임대료 가장싼 낮은 저렴,잠원동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 48000만원 임대료는 35만원에 거래된 신반포19 아파트입니다.
일원동/월세/임대료,일원동 월세 임대료 가장싼 낮은 저렴,일원동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 130000만원 임대료는 40만원에 거래된 디에이치자이개포 아파트입니다.
마천동/월세/임대료,마천동 월세 임대료 가장싼 낮은 저렴,마천동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10294만원 임대료는 9만원에 거래된 송파파크데일2단지 아파트입니다.
신림동/월세/임대료,신림동 월세 임대료 가장싼 낮은 저렴,신림동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 1만원에 거래된 하나빌리지 연립다세대입니다.
암사동/월세/임대료,암사동 월세 임대료 가장싼 낮은 저렴,암사동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 18144만원 임대료는 5만원에 거래된 한승리치빌 연립다세대입니다.
원효로1가/월세/임대료,원효로1가 월세 임대료 가장싼 낮은 저렴,원효로1가에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 22000만원 임대료는 31만원에 거래된 힐탑빌라 연립다세대입니다.
오류동/월세/임대료,오류동 월세 임대료 가장싼 낮은 저렴,오류동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 11500만원 임대료는 10만원에 거래된 아델리아 오피스텔입니다.
봉천동/월세/임대료,봉천동 월세 임대료 가장싼 낮은 저렴,봉천동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10500만원 임대료는 2만원에 거래된 성지원룸 연립다세대입니다.
둔촌동/월세/임대료,둔촌동 월세 임대료 가장싼 낮은 저렴,둔촌동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 47000만원 임대료는 5만원에 거래된 집앤사더로이 연립다세대입니다.
자양동/월세/임대료,자양동 월세 임대료 가장싼 낮은 저렴,자양동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 19000만원 임대료는 5만원에 거래된 자양그린홈 연립다세대입니다.
쌍문동/월세/임대료,쌍문동 월세 임대료 가장싼 낮은 저렴,쌍문동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 18700만원 임대료는 10만원에 거래된 드림하우스 아파트입니다.
번동/월세/임대료,번동 월세 임대료 가장싼 낮은 저렴,번동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 12000만원 임대료는 40만원에 거래된 번동금호어울림 아파트입니다.
홍은동/월세/임대료,홍은동 월세 임대료 가장싼 낮은 저렴,홍은동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 13000만원 임대료는 5만원에 거래된 현일 연립다세대입니다.
중계동/월세/임대료,중계동 월세 임대료 가장싼 낮은 저렴,중계동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2416만원 임대료는 3만원에 거래된 양지대림1(임대) 아파트입니다.
행당동/월세/임대료,행당동 월세 임대료 가장싼 낮은 저렴,행당동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3647만원 임대료는 3만원에 거래된 대림e-편한세상(임대) 아파트입니다.
신천동/월세/임대료,신천동 월세 임대료 가장싼 낮은 저렴,신천동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 84000만원 임대료는 40만원에 거래된 파크리오 아파트입니다.
용답동/월세/임대료,용답동 월세 임대료 가장싼 낮은 저렴,용답동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 24000만원 임대료는 20만원에 거래된 신창비바패밀리 오피스텔입니다.
장안동/월세/임대료,장안동 월세 임대료 가장싼 낮은 저렴,장안동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 23000만원 임대료는 17만원에 거래된 성우스타팰리스 연립다세대입니다.
풍납동/월세/임대료,풍납동 월세 임대료 가장싼 낮은 저렴,풍납동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 21000만원 임대료는 5만원에 거래된 강변파크빌 연립다세대입니다.
등촌동/월세/임대료,등촌동 월세 임대료 가장싼 낮은 저렴,등촌동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 24898만원 임대료는 7만원에 거래된 경남파크빌 오피스텔입니다.
흑석동/월세/임대료,흑석동 월세 임대료 가장싼 낮은 저렴,흑석동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3969만원 임대료는 25만원에 거래된 흑석리버파크자이 아파트입니다.
답십리동/월세/임대료,답십리동 월세 임대료 가장싼 낮은 저렴,답십리동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 17000만원 임대료는 10만원에 거래된 한성아펠시티 오피스텔입니다.
천호동/월세/임대료,천호동 월세 임대료 가장싼 낮은 저렴,천호동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 16800만원 임대료는 5만원에 거래된 천호역 한강 푸르지오시티 오피스텔입니다.
이촌동/월세/임대료,이촌동 월세 임대료 가장싼 낮은 저렴,이촌동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 12700만원 임대료는 10만원에 거래된 강변 아파트입니다.
성북동1가/월세/임대료,성북동1가 월세 임대료 가장싼 낮은 저렴,성북동1가에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 7030만원 임대료는 2만원에 거래된 정승빌리지 연립다세대입니다.
신길동/월세/임대료,신길동 월세 임대료 가장싼 낮은 저렴,신길동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 4771만원 임대료는 6만원에 거래된 힐스테이트클래시안 아파트입니다.
면목동/월세/임대료,면목동 월세 임대료 가장싼 낮은 저렴,면목동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 25500만원 임대료는 9만원에 거래된 청운명가 연립다세대입니다.
천왕동/월세/임대료,천왕동 월세 임대료 가장싼 낮은 저렴,천왕동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 6632만원 임대료는 3만원에 거래된 천왕이펜하우스7단지 아파트입니다.
공항동/월세/임대료,공항동 월세 임대료 가장싼 낮은 저렴,공항동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 17000만원 임대료는 10만원에 거래된 DH팰리스 연립다세대입니다.
구산동/월세/임대료,구산동 월세 임대료 가장싼 낮은 저렴,구산동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 16000만원 임대료는 12만원에 거래된 헤렌하우스 연립다세대입니다.
돈암동/월세/임대료,돈암동 월세 임대료 가장싼 낮은 저렴,돈암동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 15000만원 임대료는 7만원에 거래된 동방플러스(21차) 연립다세대입니다.
청량리동/월세/임대료,청량리동 월세 임대료 가장싼 낮은 저렴,청량리동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3996만원 임대료는 4만원에 거래된 홍릉동부(임대) 아파트입니다.
창동/월세/임대료,창동 월세 임대료 가장싼 낮은 저렴,창동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 13000만원 임대료는 20만원에 거래된 한일드림빌(553-11) 연립다세대입니다.
상왕십리동/월세/임대료,상왕십리동 월세 임대료 가장싼 낮은 저렴,상왕십리동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 40000만원 임대료는 180만원에 거래된 텐즈힐(2구역) 아파트입니다.
창전동/월세/임대료,창전동 월세 임대료 가장싼 낮은 저렴,창전동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5337만원 임대료는 26만원에 거래된 이랜드PEER신촌 아파트입니다.
상일동/월세/임대료,상일동 월세 임대료 가장싼 낮은 저렴,상일동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 4370만원 임대료는 5만원에 거래된 강동리엔파크14단지 아파트입니다.
숭인동/월세/임대료,숭인동 월세 임대료 가장싼 낮은 저렴,숭인동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 22000만원 임대료는 5만원에 거래된 스카이캐슬 연립다세대입니다.
강일동/월세/임대료,강일동 월세 임대료 가장싼 낮은 저렴,강일동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 8526만원 임대료는 1만원에 거래된 강일리버파크5단지 아파트입니다.
개포동/월세/임대료,개포동 월세 임대료 가장싼 낮은 저렴,개포동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 18000만원 임대료는 5만원에 거래된 삼우파크 연립다세대입니다.
가산동/월세/임대료,가산동 월세 임대료 가장싼 낮은 저렴,가산동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 11800만원 임대료는 6만원에 거래된 가산피어니빌 아파트입니다.
신공덕동/월세/임대료,신공덕동 월세 임대료 가장싼 낮은 저렴,신공덕동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 13500만원 임대료는 5만원에 거래된 공덕프로포즈Ⅱ 오피스텔입니다.
역촌동/월세/임대료,역촌동 월세 임대료 가장싼 낮은 저렴,역촌동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3506만원 임대료는 5만원에 거래된 헤르미온 연립다세대입니다.
노량진동/월세/임대료,노량진동 월세 임대료 가장싼 낮은 저렴,노량진동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 55000만원 임대료는 30만원에 거래된 신동아리버파크 아파트입니다.
당산동4가/월세/임대료,당산동4가 월세 임대료 가장싼 낮은 저렴,당산동4가에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 50만원에 거래된 	(32-66)	 오피스텔입니다.
망원동/월세/임대료,망원동 월세 임대료 가장싼 낮은 저렴,망원동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 10만원에 거래된 노블캐슬 연립다세대입니다.
현저동/월세/임대료,현저동 월세 임대료 가장싼 낮은 저렴,현저동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 26600만원 임대료는 40만원에 거래된 독립문극동(200-0) 아파트입니다.
도곡동/월세/임대료,도곡동 월세 임대료 가장싼 낮은 저렴,도곡동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 11000만원 임대료는 18만원에 거래된 (954-25) 연립다세대입니다.
연남동/월세/임대료,연남동 월세 임대료 가장싼 낮은 저렴,연남동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 54만원에 거래된 코오롱 아파트입니다.
신수동/월세/임대료,신수동 월세 임대료 가장싼 낮은 저렴,신수동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 67000만원 임대료는 7만원에 거래된 신촌숲아이파크 아파트입니다.
대치동/월세/임대료,대치동 월세 임대료 가장싼 낮은 저렴,대치동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 21000만원 임대료는 10만원에 거래된 신안메트로칸 오피스텔입니다.
용산동2가/월세/임대료,용산동2가 월세 임대료 가장싼 낮은 저렴,용산동2가에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 75만원에 거래된 진풍빌라트 연립다세대입니다.
양재동/월세/임대료,양재동 월세 임대료 가장싼 낮은 저렴,양재동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 17000만원 임대료는 8만원에 거래된 良才舍廊 연립다세대입니다.
반포동/월세/임대료,반포동 월세 임대료 가장싼 낮은 저렴,반포동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 38640만원 임대료는 17만원에 거래된 래미안원베일리 아파트입니다.
당산동2가/월세/임대료,당산동2가 월세 임대료 가장싼 낮은 저렴,당산동2가에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 50만원에 거래된 당산대우 아파트입니다.
삼전동/월세/임대료,삼전동 월세 임대료 가장싼 낮은 저렴,삼전동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 21200만원 임대료는 3만원에 거래된 (16-4) 연립다세대입니다.
군자동/월세/임대료,군자동 월세 임대료 가장싼 낮은 저렴,군자동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 19800만원 임대료는 5만원에 거래된 로마네스크5 연립다세대입니다.
논현동/월세/임대료,논현동 월세 임대료 가장싼 낮은 저렴,논현동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 9만원에 거래된 파크캐슬A동 연립다세대입니다.
대방동/월세/임대료,대방동 월세 임대료 가장싼 낮은 저렴,대방동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 35만원에 거래된 주공2 아파트입니다.
금호동4가/월세/임대료,금호동4가 월세 임대료 가장싼 낮은 저렴,금호동4가에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 50만원에 거래된 삼산금호 아파트입니다.
도선동/월세/임대료,도선동 월세 임대료 가장싼 낮은 저렴,도선동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 130만원에 거래된 W에비뉴타워 오피스텔입니다.
인의동/월세/임대료,인의동 월세 임대료 가장싼 낮은 저렴,인의동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 61만원에 거래된 루비온오피스텔 오피스텔입니다.
평창동/월세/임대료,평창동 월세 임대료 가장싼 낮은 저렴,평창동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 25000만원 임대료는 200만원에 거래된 롯데낙천대 아파트입니다.
송파동/월세/임대료,송파동 월세 임대료 가장싼 낮은 저렴,송파동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 17000만원 임대료는 5만원에 거래된 (102-3) 연립다세대입니다.
동소문동6가/월세/임대료,동소문동6가 월세 임대료 가장싼 낮은 저렴,동소문동6가에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2000만원 임대료는 28만원에 거래된 (50-0) 연립다세대입니다.
상수동/월세/임대료,상수동 월세 임대료 가장싼 낮은 저렴,상수동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3521만원 임대료는 18만원에 거래된 래미안밤섬리베뉴Ⅱ 아파트입니다.
석관동/월세/임대료,석관동 월세 임대료 가장싼 낮은 저렴,석관동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 18500만원 임대료는 15만원에 거래된 다모아빌 연립다세대입니다.
석촌동/월세/임대료,석촌동 월세 임대료 가장싼 낮은 저렴,석촌동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 23100만원 임대료는 5만원에 거래된 (212-10) 연립다세대입니다.
영등포동2가/월세/임대료,영등포동2가 월세 임대료 가장싼 낮은 저렴,영등포동2가에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 10만원에 거래된 	(29-80)	 오피스텔입니다.
후암동/월세/임대료,후암동 월세 임대료 가장싼 낮은 저렴,후암동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 50만원에 거래된 후암코지하우스 연립다세대입니다.
중곡동/월세/임대료,중곡동 월세 임대료 가장싼 낮은 저렴,중곡동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 18500만원 임대료는 5만원에 거래된 정익제이타워2차 오피스텔입니다.
신설동/월세/임대료,신설동 월세 임대료 가장싼 낮은 저렴,신설동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 23600만원 임대료는 5만원에 거래된 로얄팰리스 연립다세대입니다.
황학동/월세/임대료,황학동 월세 임대료 가장싼 낮은 저렴,황학동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 22050만원 임대료는 5만원에 거래된 벨로하우스황학 오피스텔입니다.
상월곡동/월세/임대료,상월곡동 월세 임대료 가장싼 낮은 저렴,상월곡동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 16500만원 임대료는 36만원에 거래된 토티하우스 연립다세대입니다.
영등포동/월세/임대료,영등포동 월세 임대료 가장싼 낮은 저렴,영등포동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 18000만원 임대료는 12만원에 거래된 (618-20) 연립다세대입니다.
남가좌동/월세/임대료,남가좌동 월세 임대료 가장싼 낮은 저렴,남가좌동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1333만원 임대료는 17만원에 거래된 남가좌동현대(임대) 아파트입니다.
신당동/월세/임대료,신당동 월세 임대료 가장싼 낮은 저렴,신당동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 9000만원 임대료는 10만원에 거래된 신당코지2차 연립다세대입니다.
휘경동/월세/임대료,휘경동 월세 임대료 가장싼 낮은 저렴,휘경동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 4208만원 임대료는 7만원에 거래된 브라운스톤휘경 아파트입니다.
본동/월세/임대료,본동 월세 임대료 가장싼 낮은 저렴,본동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 40만원에 거래된 신동아 아파트입니다.
신대방동/월세/임대료,신대방동 월세 임대료 가장싼 낮은 저렴,신대방동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10000만원 임대료는 69만원에 거래된 낙현재 연립다세대입니다.
용강동/월세/임대료,용강동 월세 임대료 가장싼 낮은 저렴,용강동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 13980만원 임대료는 5만원에 거래된 비쥬빌 연립다세대입니다.
화양동/월세/임대료,화양동 월세 임대료 가장싼 낮은 저렴,화양동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 16000만원 임대료는 10만원에 거래된 씨즈건대힐스 아파트입니다.
대조동/월세/임대료,대조동 월세 임대료 가장싼 낮은 저렴,대조동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 7000만원 임대료는 5만원에 거래된 백마빌딩 연립다세대입니다.
명일동/월세/임대료,명일동 월세 임대료 가장싼 낮은 저렴,명일동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2000만원 임대료는 60만원에 거래된 삼익그린2차 아파트입니다.
성수동1가/월세/임대료,성수동1가 월세 임대료 가장싼 낮은 저렴,성수동1가에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 20만원에 거래된 성수동 뉴타운오피스텔 오피스텔입니다.
염리동/월세/임대료,염리동 월세 임대료 가장싼 낮은 저렴,염리동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10006만원 임대료는 25만원에 거래된 마포자이더센트리지(101동서울리츠2호임대) 아파트입니다.
응봉동/월세/임대료,응봉동 월세 임대료 가장싼 낮은 저렴,응봉동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 150만원에 거래된 서울숲리버그린동아아파트 아파트입니다.
상도동/월세/임대료,상도동 월세 임대료 가장싼 낮은 저렴,상도동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 6504만원 임대료는 5만원에 거래된 이노시티빌 연립다세대입니다.
도원동/월세/임대료,도원동 월세 임대료 가장싼 낮은 저렴,도원동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1351만원 임대료는 18만원에 거래된 도원동삼성래미안(임대) 아파트입니다.
능동/월세/임대료,능동 월세 임대료 가장싼 낮은 저렴,능동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10500만원 임대료는 22만원에 거래된 320-57 연립다세대입니다.
효창동/월세/임대료,효창동 월세 임대료 가장싼 낮은 저렴,효창동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 15만원에 거래된 효창빌리지 연립다세대입니다.
성수동2가/월세/임대료,성수동2가 월세 임대료 가장싼 낮은 저렴,성수동2가에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3000만원 임대료는 60만원에 거래된 성수동램킨중흥S클래스오피스텔 오피스텔입니다.
대림동/월세/임대료,대림동 월세 임대료 가장싼 낮은 저렴,대림동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 22800만원 임대료는 17만원에 거래된 미래스위트하우스비동 연립다세대입니다.
공덕동/월세/임대료,공덕동 월세 임대료 가장싼 낮은 저렴,공덕동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 14500만원 임대료는 20만원에 거래된 솔리스타 오피스텔입니다.
제기동/월세/임대료,제기동 월세 임대료 가장싼 낮은 저렴,제기동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 36000만원 임대료는 27만원에 거래된 안암골벽산 아파트입니다.
거여동/월세/임대료,거여동 월세 임대료 가장싼 낮은 저렴,거여동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3493만원 임대료는 1만원에 거래된 거여6단지 아파트입니다.
광장동/월세/임대료,광장동 월세 임대료 가장싼 낮은 저렴,광장동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 50000만원 임대료는 10만원에 거래된 현대파크빌 아파트입니다.
자곡동/월세/임대료,자곡동 월세 임대료 가장싼 낮은 저렴,자곡동에서 임대료가 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 21000만원 임대료는 7만원에 거래된 강남 지웰홈스 오피스텔입니다.
